"Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"ARI","@SF","WAS","DET","@CAR","@NYJ","@DAL","SEA","BYE","MIA","BUF","@SEA","@NE","LAR","@NYG","PHI","SF","@LAR"
"ATL","SEA","@DAL","CHI","@GB","CAR","@MIN","DET","@CAR","DEN","BYE","@NO","LV","NO","@LAC","TB","@KC","@TB"
"BAL","CLE","@HOU","KC","@WAS","CIN","@PHI","BYE","PIT","@IND","@NE","TEN","@PIT","DAL","@CLE","JAX","NYG","@CIN","@TEN"
"BUF","NYJ","@MIA","LAR","@LV","@TEN","KC","@NYJ","NE","SEA","@ARI","BYE","LAC","@SF","PIT","@DEN","@NE","MIA","IND"
"CAR","LV","@TB","@LAC","ARI","@ATL","CHI","@NO","ATL","@KC","TB","DET","@MIN","BYE","DEN","@GB","@WAS","NO"
"CHI","@DET","NYG","@ATL","IND","TB","@CAR","@LAR","NO","@TEN","MIN","BYE","@GB","DET","HOU","@MIN","@JAX","GB","@NO"
"CIN","LAC","@CLE","@PHI","JAX","@BAL","@IND","CLE","TEN","BYE","@PIT","@WAS","NYG","@MIA","DAL","PIT","@HOU","BAL"
"CLE","@BAL","CIN","WAS","@DAL","IND","@PIT","@CIN","LV","BYE","HOU","PHI","@JAX","@TEN","BAL","@NYG","@NYJ","PIT","@PIT"
"DAL","@LAR","ATL","@SEA","CLE","NYG","ARI","@WAS","@PHI","PIT","BYE","@MIN","WAS","@BAL","@CIN","SF","PHI","@NYG"
"DEN","TEN","@PIT","TB","@NYJ","BYE","@NE","KC","LAC","@ATL","@LV","MIA","NO","@KC","@CAR","BUF","@LAC","LV"
"DET","CHI","@GB","@ARI","NO","BYE","@JAX","@ATL","IND","@MIN","WAS","@CAR","HOU","@CHI","GB","@TEN","TB","MIN"
"GB","@MIN","DET","@NO","ATL","BYE","@TB","@HOU","MIN","@SF","JAX","@IND","CHI","PHI","@DET","CAR","TEN","@CHI","BYE"
"HOU","@KC","BAL","@PIT","MIN","JAX","@TEN","GB","BYE","@JAX","@CLE","NE","@DET","IND","@CHI","@IND","CIN","TEN"
"IND","@JAX","MIN","NYJ","@CHI","@CLE","CIN","BYE","@DET","BAL","@TEN","GB","TEN","@HOU","@LV","HOU","@PIT","JAX","@BUF"
"JAX","IND","@TEN","MIA","@CIN","@HOU","DET","@LAC","BYE","HOU","@GB","PIT","CLE","@MIN","TEN","@BAL","CHI","@IND"
"KC","HOU","@LAC","@BAL","NE","LV","@BUF","@DEN","NYJ","CAR","BYE","@LV","@TB","DEN","@MIA","@NO","ATL","LAC","BYE"
"LAC","@CIN","KC","CAR","@TB","@NO","BYE","JAX","@DEN","LV","@MIA","NYJ","@BUF","NE","ATL","@LV","DEN","@KC"
"LAR","DAL","@PHI","@BUF","NYG","@WAS","@SF","CHI","@MIA","BYE","SEA","@TB","SF","@ARI","NE","NYJ","@SEA","ARI","@SEA"
"LV","@CAR","NO","@NE","BUF","@KC","BYE","TB","@CLE","@LAC","DEN","KC","@ATL","@NYJ","IND","LAC","MIA","@DEN"
"MIA","@NE","BUF","@JAX","SEA","@SF","NYJ","BYE","LAR","@ARI","LAC","@DEN","@NYJ","CIN","KC","NE","@LV","@BUF"
"MIN","GB","@IND","TEN","@HOU","@SEA","ATL","BYE","@GB","DET","@CHI","DAL","CAR","JAX","@TB","CHI","@NO","@DET"
"NE","MIA","@SEA","LV","@KC","BYE","DEN","SF","@BUF","@NYJ","BAL","@HOU","ARI","@LAC","@LAR","@MIA","BUF","NYJ"
"NO","TB","@LV","GB","@DET","LAC","BYE","CAR","@CHI","@TB","SF","ATL","@DEN","@ATL","@PHI","KC","MIN","@CAR","CHI"
"NYG","PIT","@CHI","SF","@LAR","@DAL","WAS","@PHI","TB","@WAS","PHI","BYE","@CIN","@SEA","ARI","CLE","@BAL","DAL"
"NYJ","@BUF","SF","@IND","DEN","ARI","@MIA","BUF","@KC","NE","BYE","@LAC","MIA","LV","@SEA","@LAR","CLE","@NE"
"PHI","@WAS","LAR","CIN","@SF","@PIT","BAL","NYG","DAL","BYE","@NYG","@CLE","SEA","@GB","NO","@ARI","@DAL","WAS"
"PIT","@NYG","DEN","HOU","BYE","PHI","CLE","@TEN","@BAL","@DAL","CIN","@JAX","BAL","WAS","@BUF","@CIN","IND","@CLE","CLE"
"SEA","@ATL","NE","DAL","@MIA","MIN","BYE","@ARI","SF","@BUF","@LAR","ARI","@PHI","NYG","NYJ","@WAS","LAR","@SF","LAR"
"SF","ARI","@NYJ","@NYG","PHI","MIA","LAR","@NE","@SEA","GB","@NO","BYE","@LAR","BUF","WAS","@DAL","@ARI","SEA"
"TB","@NO","CAR","@DEN","LAC","@CHI","GB","@LV","@NYG","NO","@CAR","LAR","KC","BYE","MIN","@ATL","@DET","ATL","@WAS"
"TEN","@DEN","JAX","@MIN","BYE","BUF","HOU","PIT","@CIN","CHI","IND","@BAL","@IND","CLE","@JAX","DET","@GB","@HOU","BAL"
"WAS","PHI","@ARI","@CLE","BAL","LAR","@NYG","DAL","BYE","NYG","@DET","CIN","@DAL","@PIT","@SF","SEA","CAR","@PHI","TB"